id	nev	hosszusag	szelesseg
2870	Patosfa	1060,09	2767,7
2871	Palotabozsok	1118,64	2767,64
2872	Szulimán	1068,33	2767,61
2873	Bácsbokod	1149,42	2767,57
2874	Fazekasboda	1109,27	2767,39
2875	Bélavár	1033,06	2767,26
2876	Almáskeresztúr	1073,95	2767,24
2877	Homokszentgyörgy	1054,79	2767,18
2878	Martonfa	1102,53	2766,95
2879	Mozsgó	1070,77	2766,91
2880	Somogyviszló	1066,03	2766,9
2881	Csikéria	1168,78	2766,89
2882	Somogyhatvan	1062,93	2766,76
2883	Bükkösd	1080,05	2766,74
2884	Geresdlak	1111,6	2766,65
2885	Vaskút	1139,11	2766,53
2886	Bakháza	1041,6	2766,37
2887	Háromfa	1039,87	2766,33
2888	Bátmonostor	1135,61	2766,27
2889	Szilágy	1104,47	2766,19
2890	Kékesd	1108,44	2766,12
2891	Erzsébet	1107,68	2766,02
2892	Szűr	1114,93	2765,98
2893	Dinnyeberki	1077,5	2765,92
2894	Bácsborsód	1149,49	2765,85
2895	Pereked	1102,72	2765,64
2896	Csertő	1068,2	2765,6
2897	Somogyapáti	1065,08	2765,5
2898	Helesfa	1078,7	2765,45
2899	Vízvár	1034,1	2765,31
2900	Romonya	1100,42	2765,26
2901	Dunaszekcső	1125,6	2765,22
2902	Bogád	1099,51	2765,18
2903	Kővágótőttős	1086,16	2765,18
2904	Kunbaja	1165,38	2765,18
2905	Bakonya	1085,02	2765,14
2906	Rinyaújlak	1045,29	2765,05
2907	Kővágószőlős	1087,55	2765,02
2908	Dunafalva	1126,76	2765
2909	Himesháza	1114,52	2765
2910	Cserdi	1079,49	2764,89
2911	Rinyaújnép	1041,26	2764,87
2912	Boda	1083,01	2764,86
2913	Pécs	1094,85	2764,81
2914	Somberek	1119,77	2764,79
2915	Csokonyavisonta	1046,79	2764,74
2916	Cserkút	1088,18	2764,6
2917	Maráza	1110,88	2764,59
2918	Nyugotszenterzsébet	1074,65	2764,57
2919	Berkesd	1104,68	2764,53
2920	Basal	1067,01	2764,45
2921	Szellő	1107,87	2764,45
2922	Patapoklosi	1065,12	2764,43
2923	Görcsönydoboka	1117,86	2764,23
2924	Merenye	1061,94	2764,15
2925	Kálmáncsa	1057,22	2764,04
2926	Nagykozár	1099,29	2763,99
2927	Kátoly	1107,19	2763,8
2928	Nagyváty	1076,01	2763,73
2929	Madaras	1155,79	2763,46
2930	Erdősmárok	1112,87	2763,45
2931	Ellend	1102,7	2763,43
2932	Csonkamindszent	1078,14	2763,27
2933	Somogyaracs	1043,51	2763,23
2934	Heresznye	1036,63	2763,22
2935	Tótszentgyörgy	1063,19	2763,21
2936	Bár	1122,99	2763,15
2937	Szulok	1053,15	2763,04
2938	Botykapeterd	1072,12	2763,01
2939	Szigetvár	1067,87	2762,89
2940	Székelyszabar	1116,26	2762,79
2941	Nagypeterd	1074,02	2762,78
2942	Liptód	1111,12	2762,75
2943	Nagybaracska	1134,38	2762,75
2944	Kozármisleny	1097,43	2762,53
2945	Bolhó	1038,24	2762,48
2946	Magyarsarlós	1101,24	2762,47
2947	Kacsóta	1077,29	2762,41
2948	Szentlőrinc	1079,39	2762,37
2949	Kisnyárád	1113,99	2762,28
2950	Babócsa	1040,68	2762,2
2951	Nagydobsza	1059,93	2762,11
2952	Csátalja	1136,83	2762,08
2953	Katymár	1152,48	2762,07
2954	Hásságy	1103,42	2762,05
2955	Pellérd	1089,35	2762,04
2956	Gara	1142,44	2762,03
2957	Molvány	1064,77	2761,81
2958	Kisdobsza	1059,43	2761,67
2959	Máriakéménd	1107,87	2761,63
2960	Bicsérd	1084,78	2761,4
2961	Rózsafa	1073,45	2761,35
2962	Hobol	1066,6	2761,3
2963	Nemeske	1062,98	2761,26
2964	Istvándi	1057,38	2761,21
2965	Komlósd	1043,22	2761,09
2966	Keszü	1091,61	2760,84
2967	Kistamási	1063,36	2760,72
2968	Olasz	1104,95	2760,65
2969	Pécsudvard	1096,74	2760,63
2970	Monyoród	1108,85	2760,61
2971	Zók	1086	2760,57
2972	Szabadszentkirály	1082,64	2760,53
2973	Péterhida	1041,67	2760,5
2974	Szemely	1099,75	2760,47
2975	Szentdénes	1075,78	2760,46
2976	Lánycsók	1117,56	2760,43
2977	Aranyosgadány	1087,31	2760,42
2978	Babarc	1113,46	2760,11
2979	Lothárd	1101,25	2760,04
2980	Pettend	1062,19	2760,01
2981	Birján	1102,63	2760
2982	Dávod	1135,3	2759,92
2983	Szederkény	1107,31	2759,91
2984	Kökény	1092,43	2759,9
2985	Katádfa	1072,27	2759,88
2986	Gyód	1090,84	2759,85
2987	Királyegyháza	1078,31	2759,81
2988	Versend	1110,88	2759,78
2989	Bánfa	1072,9	2759,63
2990	Dencsháza	1070,26	2759,62
2991	Mohács	1121,23	2759,54
2992	Szajk	1112,15	2759,53
2993	Pécsbagota	1084,51	2759,48
2994	Gerde	1081,65	2759,31
2995	Gyöngyösmellék	1062,25	2759,24
2996	Egerág	1098,41	2758,98
2997	Darány	1055,44	2758,94
2998	Homorúd	1127,5	2758,93
2999	Velény	1083,26	2758,9
3000	Pogány	1095,76	2758,82
3001	Bácsszentgyörgy	1142,49	2758,56
3002	Szentegát	1069,61	2758,53
3003	Várad	1064,9	2758,46
3004	Belvárdgyula	1105,97	2758,44
3005	Peterd	1101,75	2758,34
3006	Görcsöny	1088,22	2758,23
3007	Regenye	1090,24	2758,2
3008	Sumony	1075,08	2758,14
3009	Szörény	1061,05	2758,13
3010	Bóly	1111,12	2758,04
3011	Kétújfalu	1063,23	2757,98
3012	Bürüs	1065,71	2757,96
3013	Szőkéd	1097,41	2757,94
3014	Kisherend	1100,02	2757,89
3015	Zádor	1059,61	2757,71
3016	Gyöngyfa	1077,23	2757,69
3017	Szilvás	1092,11	2757,66
3018	Barcs	1047,5	2757,6
3019	Szőke	1091,3	2757,59
3020	Pécsdevecser	1103,15	2757,49
3021	Baksa	1085,54	2757,39
3022	Kastélyosdombó	1057,15	2757,28
3023	Kiskassa	1104,06	2757,17
3024	Téseny	1082,92	2757,15
3025	Teklafalu	1063,86	2757,11
3026	Bosta	1092,82	2757
3027	Kölked	1122,48	2756,96
3028	Szalánta	1094,71	2756,94
3029	Hercegszántó	1136,33	2756,93
3030	Kisasszonyfa	1080,5	2756,8
3031	Drávagárdony	1056,41	2756,69
3032	Nagynyárád	1114,92	2756,68
3033	Magyartelek	1079,09	2756,64
3034	Magyarmecske	1077,99	2756,63
3035	Drávatamási	1054,41	2756,56
3036	Kisdér	1087,82	2756,46
3037	Sátorhely	1118,07	2756,43
3038	Borjád	1108,29	2756,2
3039	Nagybudmér	1106,81	2756,2
3040	Áta	1097,98	2756,19
3041	Újpetre	1101,98	2756,04
3042	Ócsárd	1089,29	2755,97
3043	Potony	1059,18	2755,89
3044	Ózdfalu	1081,43	2755,77
3045	Endrőc	1066,14	2755,72
3046	Okorág	1072,67	2755,59
3047	Tengeri	1085,39	2755,58
3048	Garé	1091,82	2755,15
3049	Gilvánfa	1077,8	2755,14
3050	Marócsa	1068,99	2754,89
3051	Kisbudmér	1106,96	2754,82
3052	Töttös	1112,57	2754,75
3053	Siklósbodony	1087,4	2754,62
3054	Vokány	1100,36	2754,62
3055	Pócsa	1108,44	2754,6
3056	Bisse	1095,77	2754,57
3057	Kistótfalu	1098,73	2754,51
3058	Majs	1116,09	2754,45
3059	Bogádmindszent	1082,69	2754,42
3060	Ivánbattyán	1105,15	2754,4
3061	Túrony	1093,91	2754,29
3062	Kákics	1071,59	2754,23
3063	Hegyszentmárton	1084,79	2754,22
3064	Szava	1090,65	2754,17
3065	Tótújfalu	1058,81	2754,15
3066	Udvar	1119,7	2754
3067	Babarcszőlős	1088,29	2753,97
3068	Palkonya	1103,56	2753,76
3069	Csarnóta	1093,14	2753,75
3070	Kisjakabfalva	1106,24	2753,75
3071	Besence	1078,1	2753,72
3072	Lakócsa	1061,69	2753,68
3073	Páprád	1080,7	2753,62
3074	Drávafok	1065,93	2753,18
3075	Villánykövesd	1105,68	2752,95
3076	Csányoszró	1074,79	2752,91
3077	Bogdása	1067,55	2752,66
3078	Diósviszló	1090,1	2752,65
3079	Márok	1110,62	2752,46
3080	Szentborbás	1059,65	2752,42
3081	Sellye	1071,18	2752,39
3082	Nagycsány	1076,81	2752,35
3083	Villány	1107,36	2752,13
3084	Kórós	1085,17	2752,02
3085	Lippó	1114,28	2751,94
3086	Bezedek	1115,19	2751,89
3087	Nagytótfalu	1100,79	2751,86
3088	Markóc	1065,95	2751,79
3089	Rádfalva	1087,65	2751,62
3090	Vajszló	1079,32	2751,59
3091	Márfa	1091,26	2751,58
3092	Kisharsány	1101,96	2751,57
3093	Siklós	1098,08	2751,45
3094	Sámod	1082,42	2751,22
3095	Felsőszentmárton	1062,45	2751,09
3096	Adorjás	1083,89	2751,05
3097	Harkány	1094,38	2750,97
3098	Baranyahidvég	1081,5	2750,82
3099	Drávaiványi	1069,11	2750,82
3100	Nagyharsány	1103,8	2750,81
3101	Magyarbóly	1109,69	2750,5
3102	Sárok	1116,87	2750,48
3103	Drávapiski	1086,09	2750,47
3104	Lúzsok	1076,81	2750,38
3105	Drávakeresztúr	1065,66	2750,35
3106	Drávaszerdahely	1089,92	2750,21
3107	Kovácshida	1091,23	2750,21
3108	Ipacsfa	1092,42	2750,15
3109	Sósvertike	1071,85	2750,11
3110	Ivándárda	1115,54	2749,87
3111	Drávacsepely	1088,35	2749,83
3112	Kislippó	1112,09	2749,63
3113	Hirics	1079,79	2749,57
3114	Kisszentmárton	1081,53	2749,45
3115	Kemse	1074,85	2749,38
3116	Drávasztára	1069,41	2749,36
3117	Kistapolca	1103,11	2749,28
3118	Kémes	1086,49	2749,21
3119	Siklósnagyfalu	1101,98	2749,18
3120	Lapáncsa	1109,94	2749,15
3121	Szaporca	1086,33	2748,89
3122	Tésenfa	1087,2	2748,78
3123	Drávacsehi	1090,02	2748,74
3124	Cún	1084,18	2748,72
3125	Piskó	1076,35	2748,63
3126	Egyházasharaszti	1100,16	2748,62
3127	Zaláta	1073,48	2748,61
3128	Vejti	1078,17	2748,59
3129	Drávaszabolcs	1092,74	2748,29
3130	Drávapalkonya	1090,86	2748,22
3131	Illocska	1111,47	2748,03
3132	Gordisa	1094,3	2747,86
3133	Matty	1096,07	2747,75
3134	Alsószentmárton	1098,41	2747,47
3135	Old	1101,31	2747,36
3136	Beremend	1106,05	2747,32
3137	Kásád	1104	2746,65
